Group,Task Number,Latency (Server),Throughput (Server)
45,Task 12,0.000769805908203125,2416476.1017414513
45,Task 13,0.0008401775360107422,1103405.785127364
45,Task 14,0.0007399559020996094,1523625.8868669898
45,Task 15,0.0008202075958251953,666648.7592633064
45,Task 16,0.0007599592208862305,831378.3944499504
45,Task 17,0.0008400249481201172,457046.2593218992
45,Task 18,0.0005800819396972656,518949.8440520686
45,Task 19,0.000819859504699707,312116.10487762344
45,Task 20,0.000740056037902832,336860.1800784314
45,Task 21,0.0003400897979736328,1190.4408342131853
45,Task 22,0.0005198526382446289,103433.66323611613
45,Task 23,0.000579996109008789,146366.5412331261
45,Task 24,0.0005402135848999024,324299.76610975445
45,Task 25,9.991168975830078e-05,2940.3998766159107
46,Task 1,0.0005003213882446289,17558713.67167024
46,Task 2,0.0039911651611328125,143115585.14682835
46,Task 3,0.0023406982421875,77036196.18212825
46,Task 4,0.0017605400085449218,83461108.3023741
46,Task 5,0.0018186044692993163,251023685.69896957
46,Task 6,0.001319866180419922,5035121.12094508
46,Task 7,0.0015993070602416991,4320078.435462842
46,Task 8,0.0009999895095825196,5743692.248355959
46,Task 9,0.0012004613876342774,2815345.5500814132
46,Task 10,0.0007599210739135743,3879181.1442361884
46,Task 11,0.0009612846374511719,1600693.239991771
46,Task 12,0.000738534927368164,2560026.855750478
46,Task 13,0.0008902263641357422,1066256.701952295
46,Task 14,0.0007201242446899414,1684385.4499363105
46,Task 15,0.0008202362060546875,665775.7495188396
46,Task 16,0.0006599235534667969,866580.5451892408
46,Task 17,0.0008199691772460937,431350.9636089001
46,Task 18,0.0007400083541870118,533241.3161083558
46,Task 19,0.0007599878311157226,312105.21811924473
46,Task 20,0.0007400083541870118,387923.7203387381
46,Task 21,0.0002999305725097656,1219.5580367527332
46,Task 22,0.0005598831176757813,81080.16573126019
46,Task 23,0.0005200672149658204,157897.26504413952
46,Task 24,0.00048003196716308596,324320.66292504076
46,Task 25,8.005619049072265e-05,3334.10492845787
47,Task 1,0.0005000591278076172,17567922.49451702
47,Task 2,0.004000988006591797,143060756.7243596
47,Task 3,0.002390589714050293,83451989.67829084
47,Task 4,0.001739501953125,64638456.53575413
47,Task 5,0.0019200992584228515,502856062.426918
47,Task 6,0.0014792013168334962,5022759.370158318
47,Task 7,0.0015797948837280274,4229918.6433240315
47,Task 8,0.001040191650390625,5813158.175438597
47,Task 9,0.001161656379699707,2666528.814872577
47,Task 10,0.0008182525634765625,3461327.3675014745
47,Task 11,0.0010400009155273437,1620463.5338221046
47,Task 12,0.0007399940490722657,2461084.9347220184
47,Task 13,0.0009600257873535156,1101874.8937882003
47,Task 14,0.0007400751113891601,1564309.1841491843
47,Task 15,0.0008412361145019531,615384.0736529363
47,Task 16,0.000738821029663086,864871.8199860813
47,Task 17,0.0008399724960327148,399989.2555579838
47,Task 18,0.0006999444961547852,518866.25302019913
47,Task 19,0.0008801412582397461,304314.08683822694
47,Task 20,0.0006398153305053711,346497.98763408244
47,Task 21,0.00043993473052978516,1190.5151712980046
47,Task 22,0.0005600976943969726,85721.08264243233
47,Task 23,0.00048008441925048826,136341.75068669784
47,Task 24,0.000619816780090332,375108.236013087
47,Task 25,3.996372222900391e-05,2273.06445843856
48,Task 1,0.0002999305725097656,29290111.796502385
48,Task 2,0.0038005685806274414,154100650.60249802
48,Task 3,0.0024007368087768555,91030561.24985103
48,Task 4,0.0016195249557495117,80125401.93971068
48,Task 5,0.0018195962905883788,251548087.57311687
48,Task 6,0.0014809465408325195,5287629.883179828
48,Task 7,0.001508493423461914,4212040.221581779
48,Task 8,0.0010402917861938477,6243806.224844615
48,Task 9,0.0011399030685424806,2813810.9681155775
48,Task 10,0.0008200216293334961,3457248.3603100036
48,Task 11,0.0009599018096923828,1697057.4483015863
48,Task 12,0.0006800603866577149,2460848.037036188
48,Task 13,0.0008199262619018555,1122902.4952416806
48,Task 14,0.0008200216293334961,1560934.4366201279
48,Task 15,0.0007001447677612304,666734.8613553495
48,Task 16,0.0007199668884277344,941092.8978607338
48,Task 17,0.0008399915695190429,468334.79770399706
48,Task 18,0.0006501340866088867,468280.3309860383
48,Task 19,0.0007600927352905273,365638.6675838209
48,Task 20,0.0006801414489746093,355571.90770127426
48,Task 21,0.0003799867630004883,1190.4881385566448
48,Task 22,0.0005199718475341797,92288.65434969158
48,Task 23,0.00044011592864990235,157875.4728581018
48,Task 24,0.0005000162124633789,352867.7753161895
48,Task 25,7.988929748535156e-05,2631.6706195334364
49,Task 1,0.00029995441436767576,29287783.67379382
49,Task 2,0.003950457572937011,154046968.80935794
49,Task 3,0.002520294189453125,69080868.99840495
49,Task 4,0.0017197608947753906,74200591.45486338
49,Task 5,0.0019404220581054688,143523929.2739409
49,Task 6,0.001479349136352539,5087005.65161605
49,Task 7,0.0015596389770507813,4012230.017557668
49,Task 8,0.001110067367553711,5879887.157988133
49,Task 9,0.0013001537322998046,2638601.2149330606
49,Task 10,0.0009020900726318359,3460981.5047607995
49,Task 11,0.0010779714584350586,1641405.5032407972
49,Task 12,0.0007599782943725586,2306166.3416352374
49,Task 13,0.0009799766540527343,984498.9620849257
49,Task 14,0.0006800174713134765,1418927.043799093
49,Task 15,0.0009201765060424805,593707.7415102603
49,Task 16,0.0007199239730834961,842129.3144015209
49,Task 17,0.0008599472045898438,391846.0694057884
49,Task 18,0.0007399845123291015,564691.3736764604
49,Task 19,0.0008399438858032227,278207.49423500453
49,Task 20,0.0007799863815307617,355593.1036766703
49,Task 21,0.000419926643371582,1162.8620857915982
49,Task 22,0.0005201530456542968,81082.77808565205
49,Task 23,0.0005799579620361328,142866.68672544268
49,Task 24,0.0005399417877197265,307697.67996331956
49,Task 25,0.00014001846313476562,2381.368307500142
50,Task 1,0.0005000829696655273,17567084.929678187
50,Task 2,0.00380096435546875,109798878.39836909
50,Task 3,0.0025205278396606447,80136865.23854034
50,Task 4,0.0015793132781982422,83232914.35817169
50,Task 5,0.0018599796295166015,501062496.63535845
50,Task 6,0.0015396404266357422,5287079.309514252
50,Task 7,0.0014000225067138672,4011858.088169915
50,Task 8,0.001099848747253418,6402782.867460131
50,Task 9,0.0010613203048706055,2752718.319463886
50,Task 10,0.0008585929870605468,3325451.7817434017
50,Task 11,0.000999751091003418,1828542.0325197715
50,Task 12,0.0007799911499023437,2327592.7770913267
50,Task 13,0.0008600807189941406,1206044.9556329327
50,Task 14,0.0006201410293579101,1490811.1518382763
50,Task 15,0.0007601451873779297,640159.3414193252
50,Task 16,0.0007397365570068359,820522.1303858757
50,Task 17,0.0007799053192138672,446469.7225733484
50,Task 18,0.0007600545883178711,619213.9881432954
50,Task 19,0.0007600879669189453,336777.76857741474
50,Task 20,0.0005401420593261719,346069.1479624067
50,Task 21,0.00043001651763916013,1282.2069235378276
50,Task 22,0.0007297706604003907,78941.69829668434
50,Task 23,0.0004999446868896485,157876.46328151468
50,Task 24,0.0004813480377197266,444327.5539390515
50,Task 25,4.0106773376464843e-05,2325.4920659562436
